Complaint ID,Product,Issue,Company,Company response,Timely response?,Consumer disputed?,Day received,Response time
1257742,Bank account or service,"Making/receiving payments, sending money",U.S. Bancorp,Closed with monetary relief,1,0,57,6
1257743,Mortgage,"Loan servicing, payments, escrow account","Servis One, Inc.",Closed with explanation,1,0,57,6
1257744,Bank account or service,Deposits and withdrawals,TD Bank,Closed with explanation,1,0,56,1
1257745,Mortgage,"Loan modification,collection,foreclosure",Wells Fargo,In progress,1,0,56,6
1257746,Consumer loan,Problems when you are unable to pay,Capital One,Closed with explanation,1,0,56,5
1257747,Credit card,Rewards,Amex,Closed with explanation,1,1,56,1
1257748,Bank account or service,Problems caused by my funds being low,Wells Fargo,Closed with explanation,1,0,56,6
1257750,Credit reporting,Incorrect information on credit report,Equifax,In progress,1,0,56,7
1257751,Credit reporting,Incorrect information on credit report,Experian,Closed with explanation,1,0,56,7
1257752,Credit reporting,Incorrect information on credit report,TransUnion,Closed with explanation,1,1,56,7
1257760,Credit reporting,Incorrect information on credit report,Equifax,Closed with explanation,1,0,56,0
1257761,Debt collection,Cont'd attempts collect debt not owed,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,1,0,57,0
1257764,Debt collection,Communication tactics,"Northland Group, Inc.",Closed with non-monetary relief,1,1,56,1
1257765,Debt collection,Communication tactics,Citibank,Closed with explanation,1,1,56,1
1257766,Credit card,Identity theft / Fraud / Embezzlement,Capital One,In progress,1,0,56,1
1257769,Mortgage,"Loan modification,collection,foreclosure",Bank of America,In progress,1,0,56,7
1257770,Bank account or service,Problems caused by my funds being low,TCF National Bank,Closed with explanation,1,0,56,6
1257771,Mortgage,"Loan modification,collection,foreclosure",Bank of America,In progress,1,0,56,6
1257772,Mortgage,"Loan modification,collection,foreclosure",Santander Bank US,In progress,1,0,56,6
1257776,Mortgage,"Loan modification,collection,foreclosure",Wells Fargo,Closed with explanation,1,0,56,7
1257777,Debt collection,False statements or representation,"Dynamic Recovery Solutions, LLC",Closed with non-monetary relief,1,0,56,6
1257778,Debt collection,False statements or representation,JPMorgan Chase,Closed with explanation,1,0,57,6
1257779,Credit card,Identity theft / Fraud / Embezzlement,Fifth Third Bank,Closed with explanation,1,0,56,5
1257781,Bank account or service,Deposits and withdrawals,Wells Fargo,Closed with explanation,1,0,56,6
1257788,Mortgage,"Loan modification,collection,foreclosure",JPMorgan Chase,In progress,1,0,56,7
1257789,Mortgage,"Loan servicing, payments, escrow account",Franklin American Mortgage Company,Closed with explanation,1,0,56,7
1257790,Mortgage,"Loan modification,collection,foreclosure",JPMorgan Chase,In progress,1,0,56,7
1257792,Credit card,Credit determination,JPMorgan Chase,Closed with explanation,1,0,56,6
1257793,Mortgage,"Loan servicing, payments, escrow account",Ocwen,In progress,1,0,56,6
1257794,Mortgage,"Loan servicing, payments, escrow account",Bank of America,In progress,1,0,56,6
1257796,Mortgage,"Loan servicing, payments, escrow account",HSBC,Closed with explanation,1,1,56,6
1257797,Mortgage,"Loan modification,collection,foreclosure",Citibank,In progress,1,0,56,6
1257798,Mortgage,"Loan modification,collection,foreclosure",Bank of the West,Closed with explanation,1,0,57,6
1257800,Mortgage,"Loan modification,collection,foreclosure",Third Federal Savings & Loan,Closed with explanation,1,0,56,6
1257802,Debt collection,Cont'd attempts collect debt not owed,"EOS Holdings, Inc.",Closed with explanation,1,1,56,1
1257805,Mortgage,"Application, originator, mortgage broker",Quicken Loans,Closed with explanation,1,0,56,6
1257808,Credit card,Credit line increase/decrease,Fifth Third Bank,Closed with monetary relief,1,0,56,7
1257810,Debt collection,Cont'd attempts collect debt not owed,"Northland Group, Inc.",Closed with non-monetary relief,1,0,56,7
1257814,Credit reporting,Credit monitoring or identity protection,Equifax,In progress,1,0,56,1
1257816,Mortgage,"Loan modification,collection,foreclosure",Wells Fargo,Closed with explanation,1,0,56,1
1257820,Credit reporting,Incorrect information on credit report,Equifax,Closed with explanation,1,0,56,1
1257824,Money transfers,Other transaction issues,MoneyGram,In progress,1,0,56,1
1257826,Mortgage,"Loan modification,collection,foreclosure",JPMorgan Chase,Closed with explanation,1,0,56,6
1257828,Other financial service,Customer service/Customer relations,JPMorgan Chase,Closed with explanation,1,0,56,6
1257831,Credit reporting,Incorrect information on credit report,Experian,In progress,1,0,56,1
1257832,Student loan,Can't repay my loan,Wells Fargo,Closed with explanation,1,0,56,1
1257833,Debt collection,False statements or representation,"Adler Wallach & Associates, Inc.",Closed with explanation,1,0,56,1
1257834,Mortgage,"Loan servicing, payments, escrow account","Green Tree Servicing, LLC",Closed with explanation,1,0,56,1
1257835,Mortgage,Settlement process and costs,Ocwen,Closed with explanation,1,0,56,1
1257836,Credit card,Advertising and marketing,JPMorgan Chase,Closed with non-monetary relief,1,0,56,1
1257837,Mortgage,"Loan modification,collection,foreclosure",RBS Citizens,In progress,1,0,56,6
1257841,Mortgage,"Loan modification,collection,foreclosure",BB&T Financial,Closed with explanation,1,0,56,1
1257842,Debt collection,Communication tactics,"Portfolio Recovery Associates, Inc.",Closed with non-monetary relief,1,0,56,1
1257844,Mortgage,"Application, originator, mortgage broker",Wells Fargo,Closed with explanation,1,0,56,1
1257846,Bank account or service,Problems caused by my funds being low,BB&T Financial,Closed with explanation,1,0,56,6
1257847,Debt collection,Cont'd attempts collect debt not owed,"R.M. Galicia, Inc.",Closed with explanation,1,0,56,1
1257849,Bank account or service,Problems caused by my funds being low,Bank of America,Closed with explanation,1,0,56,1
1257851,Debt collection,Disclosure verification of debt,FMS Inc.,Closed with explanation,1,0,56,1
1257852,Debt collection,Disclosure verification of debt,Citibank,Closed with non-monetary relief,1,0,56,1
1257853,Debt collection,Disclosure verification of debt,"Berks Credit and Collections, Inc.",Closed,1,0,56,6
1257855,Debt collection,Communication tactics,"Client Services, Inc.",Closed with non-monetary relief,1,0,56,1
1257856,Debt collection,Communication tactics,PayPal,Closed with explanation,1,0,56,6
1257857,Mortgage,"Loan modification,collection,foreclosure","Select Portfolio Servicing, Inc",Closed with explanation,1,1,56,1
1257862,Debt collection,Communication tactics,"Credit Financial Services, lnc",Closed with explanation,1,0,56,7
1257864,Student loan,Can't repay my loan,Navient,In progress,1,0,56,1
1257865,Debt collection,Cont'd attempts collect debt not owed,"RevSolve, Inc.",Untimely response,0,0,56,6
1257866,Mortgage,"Loan modification,collection,foreclosure","Green Tree Servicing, LLC",In progress,1,0,56,7
1257867,Credit reporting,Incorrect information on credit report,Equifax,Closed with explanation,1,0,56,1
1257870,Debt collection,Cont'd attempts collect debt not owed,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,1,0,56,6
1257872,Debt collection,Cont'd attempts collect debt not owed,Stellar Recovery Inc.,Closed with explanation,1,1,56,7
1257873,Money transfers,Wrong amount charged or received,PayPal,Closed with explanation,1,0,56,1
1257877,Mortgage,"Loan servicing, payments, escrow account",Ocwen,In progress,1,0,56,1
1257878,Consumer loan,Managing the loan or lease,Wells Fargo,Closed with explanation,1,1,56,1
1257879,Debt collection,Cont'd attempts collect debt not owed,Allied Interstate LLC,Closed with non-monetary relief,1,1,56,1
1257882,Bank account or service,"Account opening, closing, or management",U.S. Bancorp,Closed with explanation,1,1,56,1
1257884,Debt collection,Taking/threatening an illegal action,"Alpine Credit, Inc",Untimely response,0,0,56,1
1257885,Debt collection,Cont'd attempts collect debt not owed,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,1,0,56,1
1257889,Debt collection,Taking/threatening an illegal action,Citibank,Closed with explanation,1,0,56,1
1257890,Debt collection,Communication tactics,"Monarch Recovery Holdings, Inc.",Closed with explanation,1,0,56,13
1257891,Credit card,Identity theft / Fraud / Embezzlement,Wells Fargo,Closed with explanation,1,0,56,1
1257892,Mortgage,"Loan modification,collection,foreclosure",Specialized Loan Servicing LLC,Closed with explanation,1,0,56,1
1257897,Debt collection,Taking/threatening an illegal action,"Law Office of Michael J. Scott, PC",Closed with explanation,1,0,56,1
1257898,Mortgage,"Loan modification,collection,foreclosure",Ocwen,Closed with explanation,1,0,56,1
1257899,Debt collection,Disclosure verification of debt,Forster & Garbus LLP,Closed with explanation,1,0,56,7
1257900,Debt collection,Disclosure verification of debt,Discover,Closed with non-monetary relief,1,0,56,1
1257901,Mortgage,"Loan servicing, payments, escrow account",Nationstar Mortgage,In progress,1,0,56,1
1257902,Consumer loan,Managing the loan or lease,Wells Fargo,Closed with explanation,1,0,56,1
1257907,Bank account or service,"Account opening, closing, or management",Carrington Mortgage,In progress,1,0,56,7
1257909,Bank account or service,"Account opening, closing, or management",Bank of America,In progress,1,0,56,6
1257910,Mortgage,"Loan modification,collection,foreclosure",Bank of America,Closed with explanation,1,0,56,1
1257911,Credit card,Delinquent account,Capital One,Closed with non-monetary relief,1,0,56,1
1257912,Credit card,Advertising and marketing,BMO Harris,Closed with explanation,1,0,56,1
1257914,Mortgage,"Loan servicing, payments, escrow account",Ocwen,In progress,1,0,56,1
1257915,Mortgage,"Loan servicing, payments, escrow account",Carrington Mortgage,Closed with explanation,1,0,56,1
1257916,Prepaid card,Adding money,Amex,Closed with explanation,1,0,56,5
1257917,Credit reporting,Credit reporting company's investigation,Experian,Closed with explanation,1,0,56,1
1257924,Credit card,Identity theft / Fraud / Embezzlement,JPMorgan Chase,Closed with explanation,1,0,56,1
1257925,Debt collection,Disclosure verification of debt,Stellar Recovery Inc.,Closed with explanation,1,0,56,1
1257927,Mortgage,"Loan modification,collection,foreclosure",Bank of America,Closed with non-monetary relief,1,0,56,1
1257928,Mortgage,"Loan modification,collection,foreclosure","Pacific Union Financial, LLC",Closed with explanation,1,0,57,0
1257929,Mortgage,"Loan servicing, payments, escrow account",Wells Fargo,In progress,1,0,57,0
1257933,Debt collection,Cont'd attempts collect debt not owed,Stellar Recovery Inc.,Closed with explanation,1,0,57,0
1257935,Debt collection,Cont'd attempts collect debt not owed,"Innovative Collections, LLC",Untimely response,0,0,57,0
1257936,Mortgage,"Loan modification,collection,foreclosure",Bank of America,In progress,1,0,57,0
1257937,Mortgage,"Loan servicing, payments, escrow account",Nationstar Mortgage,Closed with explanation,1,0,57,0
1257938,Credit reporting,Improper use of my credit report,Equifax,Closed with explanation,1,0,57,0
1257941,Credit card,APR or interest rate,Capital One,Closed with explanation,1,0,57,0
1257942,Bank account or service,Problems caused by my funds being low,JPMorgan Chase,Closed with monetary relief,1,0,57,6
1257943,Debt collection,Disclosure verification of debt,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,1,0,57,0
1257944,Money transfers,Money was not available when promised,Citibank,Closed with explanation,1,0,57,6
1257946,Mortgage,"Loan servicing, payments, escrow account","Green Tree Servicing, LLC",Closed with explanation,1,0,57,6
1257947,Money transfers,Money was not available when promised,Citibank,Closed with explanation,1,0,57,6
1257948,Consumer loan,Problems when you are unable to pay,GE Capital Retail,Closed with non-monetary relief,1,1,57,6
1257950,Mortgage,"Loan servicing, payments, escrow account",Springleaf Finance Corporation,In progress,1,0,57,0
1257951,Debt collection,Cont'd attempts collect debt not owed,Eagle Collection Corp.,Closed with explanation,1,1,57,0
1257952,Debt collection,Cont'd attempts collect debt not owed,"EOS Holdings, Inc.",Closed with explanation,1,1,57,0
1257954,Student loan,Can't repay my loan,Rhode Island Student Loan Authority,Closed with explanation,1,0,57,0
1257957,Debt collection,Taking/threatening an illegal action,Patenaude & Felix APC,Closed with explanation,1,0,57,6
1257958,Debt collection,Taking/threatening an illegal action,Transworld Systems Inc.,In progress,1,0,57,11
1257959,Credit reporting,Incorrect information on credit report,TransUnion,Closed with explanation,1,0,57,0
1257961,Debt collection,Improper contact or sharing of info,Ford Motor Credit Company,In progress,1,0,57,0
1257962,Credit reporting,Incorrect information on credit report,Experian,Closed with non-monetary relief,1,0,57,0
1257964,Debt collection,Cont'd attempts collect debt not owed,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,1,1,57,6
1257966,Debt collection,Cont'd attempts collect debt not owed,"Pinnacle Credit Services, LLC",Closed with explanation,1,0,57,6
1257968,Mortgage,"Loan servicing, payments, escrow account",TD Bank,Closed with explanation,1,0,56,6
1257973,Bank account or service,"Making/receiving payments, sending money",HSBC,In progress,1,0,57,0
1257975,Mortgage,"Loan servicing, payments, escrow account",Selene Finance,Closed with explanation,1,0,57,0
1257977,Mortgage,"Loan modification,collection,foreclosure",Nationstar Mortgage,In progress,1,0,56,6
